Updated On,State,Total Individuals Vaccinated,Total Sessions Conducted,Total Sites ,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Covaxin Administered,Total CoviShield Administered,AEFI,18-30 years (Age),30-45 years (Age),45-60 years (Age),60+ years (Age),Total Doses Administered
14/03/2021,Lakshadweep,2541.0,0.0,0.0,1659.0,882.0,1990.0,551.0,0.0,0.0,2541.0,,,,,,2541
15/03/2021,Lakshadweep,2717.0,1200.0,10.0,1727.0,990.0,2109.0,608.0,0.0,0.0,2717.0,,,,,,2717
16/03/2021,Lakshadweep,2753.0,1000.0,10.0,2753.0,1107.0,2089.0,664.0,0.0,0.0,3860.0,0.0,85.0,974.0,1136.0,558.0,3860
17/03/2021,Lakshadweep,3420.0,900.0,9.0,3420.0,1135.0,2492.0,928.0,0.0,0.0,4555.0,0.0,86.0,983.0,1266.0,1085.0,4555
18/03/2021,Lakshadweep,3617.0,800.0,8.0,3617.0,1287.0,2652.0,965.0,0.0,0.0,4904.0,0.0,86.0,1016.0,1395.0,1120.0,4904
19/03/2021,Lakshadweep,3735.0,900.0,9.0,3735.0,1353.0,2722.0,1013.0,0.0,0.0,5088.0,0.0,90.0,1049.0,1437.0,1159.0,5088
20/03/2021,Lakshadweep,3915.0,1000.0,10.0,3915.0,1472.0,2818.0,1097.0,0.0,0.0,5387.0,0.0,104.0,1114.0,1497.0,1200.0,5387
21/03/2021,Lakshadweep,3920.0,0.0,0.0,3920.0,1474.0,2822.0,1098.0,0.0,0.0,5394.0,0.0,104.0,1116.0,1500.0,1200.0,5394
22/03/2021,Lakshadweep,4018.0,1000.0,10.0,4018.0,1503.0,2881.0,1137.0,0.0,0.0,5521.0,0.0,105.0,1126.0,1543.0,1244.0,5521
23/03/2021,Lakshadweep,4145.0,900.0,9.0,4145.0,1562.0,2949.0,1196.0,0.0,0.0,5707.0,0.0,106.0,1154.0,1588.0,1297.0,5707
24/03/2021,Lakshadweep,4233.0,800.0,8.0,4233.0,1593.0,3007.0,1226.0,0.0,0.0,5826.0,0.0,107.0,1171.0,1620.0,1335.0,5826
25/03/2021,Lakshadweep,4277.0,900.0,9.0,4277.0,1624.0,3027.0,1250.0,0.0,0.0,5901.0,0.0,108.0,1181.0,1641.0,1347.0,5901
26/03/2021,Lakshadweep,4405.0,800.0,8.0,4405.0,1648.0,3098.0,1307.0,0.0,0.0,6053.0,0.0,108.0,1198.0,1675.0,1424.0,6053
27/03/2021,Lakshadweep,4601.0,900.0,9.0,4601.0,1665.0,3207.0,1394.0,0.0,0.0,6266.0,0.0,109.0,1206.0,1762.0,1524.0,6266
28/03/2021,Lakshadweep,4653.0,200.0,2.0,4653.0,1680.0,3231.0,1421.0,1.0,0.0,6333.0,0.0,109.0,1212.0,1795.0,1537.0,6333
29/03/2021,Lakshadweep,4653.0,900.0,9.0,4653.0,1680.0,3231.0,1421.0,1.0,0.0,6333.0,0.0,109.0,1212.0,1795.0,1537.0,6333
30/03/2021,Lakshadweep,4804.0,1000.0,10.0,4804.0,1748.0,3347.0,1456.0,1.0,0.0,6552.0,0.0,111.0,1231.0,1866.0,1596.0,6552
31/03/2021,Lakshadweep,5034.0,1000.0,10.0,5034.0,1790.0,3479.0,1554.0,1.0,0.0,6824.0,0.0,116.0,1254.0,1958.0,1706.0,6824
01/04/2021,Lakshadweep,5156.0,1300.0,12.0,5156.0,1797.0,3545.0,1610.0,1.0,0.0,6953.0,0.0,116.0,1259.0,2024.0,1757.0,6953
02/04/2021,Lakshadweep,5365.0,1200.0,12.0,5365.0,1803.0,3670.0,1694.0,1.0,0.0,7168.0,0.0,116.0,1264.0,2161.0,1824.0,7168
03/04/2021,Lakshadweep,5578.0,1200.0,11.0,5578.0,1821.0,3774.0,1803.0,1.0,0.0,7399.0,0.0,117.0,1267.0,2310.0,1884.0,7399
04/04/2021,Lakshadweep,5912.0,1000.0,10.0,5912.0,1834.0,3942.0,1969.0,1.0,0.0,7746.0,0.0,118.0,1278.0,2549.0,1967.0,7746
05/04/2021,Lakshadweep,6130.0,1100.0,11.0,6130.0,1863.0,4084.0,2045.0,1.0,0.0,7993.0,0.0,119.0,1279.0,2706.0,2026.0,7993
06/04/2021,Lakshadweep,6501.0,1100.0,10.0,6501.0,1933.0,4285.0,2215.0,1.0,0.0,8434.0,0.0,120.0,1278.0,2989.0,2114.0,8434
07/04/2021,Lakshadweep,7379.0,1100.0,11.0,7379.0,2105.0,4730.0,2648.0,1.0,0.0,9484.0,0.0,122.0,1284.0,3611.0,2362.0,9484
08/04/2021,Lakshadweep,8312.0,1200.0,12.0,8312.0,2309.0,5272.0,3039.0,1.0,0.0,10621.0,0.0,123.0,1295.0,4252.0,2641.0,10621
09/04/2021,Lakshadweep,9063.0,1100.0,11.0,9063.0,2464.0,5685.0,3376.0,2.0,0.0,11527.0,0.0,123.0,1300.0,4794.0,2845.0,11527
10/04/2021,Lakshadweep,10150.0,1500.0,13.0,10150.0,2557.0,6282.0,3866.0,2.0,0.0,12707.0,0.0,124.0,1304.0,5545.0,3176.0,12707
11/04/2021,Lakshadweep,10630.0,1300.0,12.0,10630.0,2593.0,6541.0,4087.0,2.0,0.0,13223.0,0.0,124.0,1307.0,5895.0,3303.0,13223
12/04/2021,Lakshadweep,11139.0,1100.0,11.0,11139.0,2652.0,6782.0,4355.0,2.0,0.0,13791.0,0.0,125.0,1311.0,6233.0,3469.0,13791
13/04/2021,Lakshadweep,11691.0,1100.0,11.0,11691.0,2698.0,7060.0,4629.0,2.0,0.0,14389.0,0.0,125.0,1312.0,6608.0,3645.0,14389
14/04/2021,Lakshadweep,12470.0,1000.0,10.0,12470.0,2805.0,7480.0,4987.0,3.0,0.0,15275.0,0.0,125.0,1314.0,7152.0,3878.0,15275
15/04/2021,Lakshadweep,13174.0,1100.0,11.0,13174.0,2879.0,7886.0,5284.0,4.0,0.0,16053.0,0.0,125.0,1321.0,7638.0,4089.0,16053
16/04/2021,Lakshadweep,13529.0,1200.0,12.0,13529.0,2917.0,8065.0,5460.0,4.0,0.0,16446.0,0.0,125.0,1338.0,7891.0,4174.0,16446
17/04/2021,Lakshadweep,14161.0,1400.0,14.0,14161.0,2984.0,8378.0,5780.0,3.0,0.0,17145.0,0.0,128.0,1352.0,8315.0,4365.0,17145
18/04/2021,Lakshadweep,14933.0,1000.0,10.0,14933.0,3080.0,8717.0,6213.0,3.0,0.0,18013.0,0.0,132.0,1378.0,8826.0,4596.0,18013
19/04/2021,Lakshadweep,15300.0,1000.0,10.0,15300.0,3139.0,8926.0,6371.0,3.0,0.0,18439.0,0.0,134.0,1383.0,9065.0,4717.0,18439
20/04/2021,Lakshadweep,15609.0,1000.0,10.0,15609.0,3285.0,9090.0,6516.0,3.0,0.0,18894.0,0.0,135.0,1402.0,9272.0,4799.0,18894
21/04/2021,Lakshadweep,16225.0,1100.0,11.0,16225.0,3525.0,9395.0,6827.0,3.0,0.0,19750.0,0.0,135.0,1426.0,9594.0,5069.0,19750
22/04/2021,Lakshadweep,16523.0,1100.0,11.0,16523.0,3617.0,9541.0,6979.0,3.0,0.0,20140.0,0.0,135.0,1433.0,9762.0,5192.0,20140
23/04/2021,Lakshadweep,16836.0,1000.0,10.0,16836.0,3708.0,9689.0,7144.0,3.0,0.0,20544.0,0.0,143.0,1463.0,9935.0,5294.0,20544
24/04/2021,Lakshadweep,17253.0,1100.0,11.0,17253.0,3769.0,9874.0,7376.0,3.0,0.0,21022.0,0.0,145.0,1479.0,10207.0,5421.0,21022
25/04/2021,Lakshadweep,17538.0,1300.0,12.0,17538.0,3825.0,10016.0,7519.0,3.0,0.0,21363.0,0.0,149.0,1508.0,10366.0,5514.0,21363
26/04/2021,Lakshadweep,17843.0,1000.0,10.0,17843.0,3889.0,10162.0,7678.0,3.0,0.0,21732.0,0.0,151.0,1532.0,10553.0,5606.0,21732
27/04/2021,Lakshadweep,17998.0,1200.0,12.0,17998.0,3930.0,10217.0,7779.0,2.0,0.0,21928.0,0.0,545.0,1665.0,10128.0,5660.0,21928
28/04/2021,Lakshadweep,18120.0,1600.0,15.0,18120.0,3970.0,10269.0,7849.0,2.0,0.0,22090.0,0.0,545.0,1677.0,10198.0,5700.0,22090
29/04/2021,Lakshadweep,18386.0,1200.0,11.0,18386.0,4024.0,10394.0,7990.0,2.0,0.0,22410.0,0.0,553.0,1700.0,10342.0,5791.0,22410
30/04/2021,Lakshadweep,18888.0,1300.0,12.0,18888.0,4136.0,10639.0,8247.0,2.0,0.0,23024.0,0.0,581.0,1724.0,10621.0,5962.0,23024
01/05/2021,Lakshadweep,19170.0,2500.0,14.0,19170.0,4274.0,10763.0,8405.0,2.0,0.0,23444.0,0.0,582.0,1735.0,10770.0,6083.0,23444
02/05/2021,Lakshadweep,19319.0,2000.0,15.0,19319.0,4315.0,10829.0,8488.0,2.0,0.0,23634.0,0.0,591.0,1741.0,10846.0,6141.0,23634
03/05/2021,Lakshadweep,19460.0,2200.0,12.0,19460.0,4448.0,10891.0,8567.0,2.0,0.0,23908.0,0.0,599.0,1750.0,10915.0,6196.0,23908
04/05/2021,Lakshadweep,19666.0,1900.0,14.0,19666.0,4560.0,10988.0,8676.0,2.0,0.0,24226.0,0.0,607.0,1763.0,11008.0,6288.0,24226
05/05/2021,Lakshadweep,19872.0,2500.0,17.0,19872.0,4894.0,11096.0,8774.0,2.0,0.0,24766.0,0.0,612.0,1769.0,11133.0,6358.0,24766
06/05/2021,Lakshadweep,19986.0,1900.0,14.0,19986.0,5054.0,11167.0,8817.0,2.0,0.0,25040.0,0.0,614.0,1785.0,11201.0,6386.0,25040
07/05/2021,Lakshadweep,20131.0,2300.0,16.0,20131.0,5265.0,11251.0,8878.0,2.0,0.0,25396.0,0.0,620.0,1801.0,11269.0,6441.0,25396
08/05/2021,Lakshadweep,20240.0,12600.0,18.0,20240.0,5453.0,11315.0,8923.0,2.0,0.0,25693.0,0.0,622.0,1802.0,11347.0,6469.0,25693
09/05/2021,Lakshadweep,20307.0,6500.0,14.0,20307.0,5636.0,11364.0,8941.0,2.0,0.0,25943.0,0.0,626.0,1813.0,11382.0,6486.0,25943
10/05/2021,Lakshadweep,20513.0,2200.0,15.0,20513.0,5976.0,11462.0,9049.0,2.0,0.0,26489.0,0.0,626.0,1818.0,11499.0,6570.0,26489
11/05/2021,Lakshadweep,20885.0,2500.0,15.0,20885.0,6487.0,11673.0,9210.0,2.0,0.0,27372.0,0.0,642.0,1865.0,11709.0,6669.0,27372
12/05/2021,Lakshadweep,21348.0,2000.0,14.0,21348.0,6754.0,11939.0,9407.0,2.0,0.0,28102.0,0.0,649.0,1898.0,11967.0,6834.0,28102
13/05/2021,Lakshadweep,21428.0,1400.0,13.0,21428.0,6801.0,11983.0,9443.0,2.0,0.0,28229.0,0.0,651.0,1909.0,12015.0,6853.0,28229
14/05/2021,Lakshadweep,21440.0,2900.0,17.0,21440.0,6801.0,11989.0,9449.0,2.0,0.0,28241.0,0.0,651.0,1909.0,12020.0,6860.0,28241
15/05/2021,Lakshadweep,21452.0,1956.0,17.0,21452.0,6806.0,11997.0,9453.0,2.0,0.0,28258.0,0.0,652.0,1909.0,12028.0,6863.0,28258
16/05/2021,Lakshadweep,21472.0,1470.0,12.0,21472.0,6810.0,12012.0,9458.0,2.0,0.0,28282.0,0.0,653.0,1924.0,12032.0,6863.0,28282
17/05/2021,Lakshadweep,21562.0,1055.0,13.0,21562.0,6828.0,12083.0,9477.0,2.0,0.0,28390.0,0.0,663.0,1947.0,12076.0,6876.0,28390
18/05/2021,Lakshadweep,21866.0,1846.0,15.0,21866.0,6837.0,12251.0,9613.0,2.0,0.0,28703.0,0.0,682.0,1994.0,12206.0,6984.0,28703
19/05/2021,Lakshadweep,,,,,,,,,,,,,,,,0
16/01/2021,Madhya Pradesh,9435.0,183.0,156.0,9435.0,0.0,5066.0,4368.0,1.0,0.0,9435.0,,,,,,9435
17/01/2021,Madhya Pradesh,9435.0,458.0,158.0,9435.0,0.0,5066.0,4368.0,1.0,0.0,9435.0,,,,,,9435
18/01/2021,Madhya Pradesh,15934.0,467.0,158.0,15934.0,0.0,6799.0,9134.0,1.0,0.0,15934.0,,,,,,15934
19/01/2021,Madhya Pradesh,18409.0,630.0,160.0,18409.0,0.0,8067.0,10341.0,1.0,0.0,18409.0,,,,,,18409
20/01/2021,Madhya Pradesh,27769.0,798.0,163.0,27769.0,0.0,10968.0,16800.0,1.0,0.0,27769.0,,,,,,27769
21/01/2021,Madhya Pradesh,38425.0,798.0,163.0,38425.0,0.0,14256.0,24168.0,1.0,0.0,38425.0,,,,,,38425
22/01/2021,Madhya Pradesh,38425.0,1111.0,335.0,38425.0,0.0,14256.0,24168.0,1.0,0.0,38425.0,,,,,,38425
23/01/2021,Madhya Pradesh,38428.0,1749.0,491.0,38428.0,0.0,14259.0,24168.0,1.0,0.0,38428.0,,,,,,38428
24/01/2021,Madhya Pradesh,38430.0,1816.0,493.0,38430.0,0.0,14261.0,24168.0,1.0,0.0,38430.0,,,,,,38430
25/01/2021,Madhya Pradesh,66875.0,2294.0,711.0,66875.0,0.0,23413.0,43461.0,1.0,0.0,66875.0,,,,,,66875
26/01/2021,Madhya Pradesh,66877.0,2985.0,1102.0,66877.0,0.0,23415.0,43461.0,1.0,0.0,66877.0,,,,,,66877
27/01/2021,Madhya Pradesh,131099.0,3931.0,1324.0,131099.0,0.0,37622.0,93475.0,2.0,0.0,131099.0,,,,,,131099
28/01/2021,Madhya Pradesh,192628.0,5111.0,1457.0,192628.0,0.0,52669.0,139957.0,2.0,0.0,192628.0,,,,,,192628
29/01/2021,Madhya Pradesh,234631.0,6093.0,1544.0,234631.0,0.0,65629.0,169000.0,2.0,0.0,234631.0,,,,,,234631
30/01/2021,Madhya Pradesh,284782.0,6115.0,1553.0,284782.0,0.0,80503.0,204275.0,4.0,0.0,284782.0,,,,,,284782
31/01/2021,Madhya Pradesh,285481.0,6287.0,1565.0,285481.0,0.0,80641.0,204836.0,4.0,0.0,285481.0,,,,,,285481
01/02/2021,Madhya Pradesh,286538.0,6637.0,1592.0,286538.0,0.0,80992.0,205542.0,4.0,0.0,286538.0,,,,,,286538
02/02/2021,Madhya Pradesh,286868.0,7373.0,1634.0,286868.0,0.0,81125.0,205739.0,4.0,0.0,286868.0,,,,,,286868
03/02/2021,Madhya Pradesh,319623.0,7831.0,1642.0,319623.0,0.0,91007.0,228612.0,4.0,0.0,319623.0,,,,,,319623
04/02/2021,Madhya Pradesh,329571.0,7992.0,1642.0,329571.0,0.0,93563.0,236004.0,4.0,0.0,329571.0,,,,,,329571
05/02/2021,Madhya Pradesh,331316.0,8093.0,1657.0,331316.0,0.0,94429.0,236883.0,4.0,0.0,331316.0,,,,,,331316
06/02/2021,Madhya Pradesh,332832.0,8962.0,1791.0,332832.0,0.0,94782.0,238046.0,4.0,0.0,332832.0,,,,,,332832
07/02/2021,Madhya Pradesh,333677.0,9183.0,1829.0,333677.0,0.0,95189.0,238484.0,4.0,0.0,333677.0,,,,,,333677
08/02/2021,Madhya Pradesh,369141.0,9500.0,1831.0,369141.0,0.0,126007.0,243128.0,6.0,14365.0,354776.0,,,,,,369141
09/02/2021,Madhya Pradesh,373504.0,10102.0,1845.0,373504.0,0.0,129846.0,243652.0,6.0,16081.0,357423.0,,,,,,373504
10/02/2021,Madhya Pradesh,427715.0,10797.0,1887.0,427715.0,0.0,177123.0,250586.0,6.0,39668.0,388047.0,,,,,,427715
11/02/2021,Madhya Pradesh,482095.0,11467.0,1918.0,482095.0,0.0,224299.0,257789.0,7.0,61581.0,420514.0,,,,,,482095
12/02/2021,Madhya Pradesh,519589.0,12108.0,1945.0,519589.0,0.0,256549.0,263033.0,7.0,76489.0,443100.0,,,,,,519589
13/02/2021,Madhya Pradesh,548272.0,12437.0,1958.0,548272.0,3.0,281302.0,266962.0,8.0,87755.0,460517.0,,,,,,548275
14/02/2021,Madhya Pradesh,548466.0,12803.0,1962.0,548466.0,3.0,281479.0,266979.0,8.0,87757.0,460709.0,,,,,,548469
15/02/2021,Madhya Pradesh,565952.0,12994.0,1968.0,565952.0,5.0,296596.0,269348.0,8.0,94273.0,471679.0,,,,,,565957
16/02/2021,Madhya Pradesh,567586.0,13481.0,1981.0,567586.0,5.0,297914.0,269664.0,8.0,95034.0,472552.0,,,,,,567591
17/02/2021,Madhya Pradesh,587652.0,13944.0,1982.0,587652.0,6.0,314782.0,272862.0,8.0,102594.0,485058.0,,,,,,587658
18/02/2021,Madhya Pradesh,598319.0,14604.0,1993.0,598319.0,9.0,324756.0,273555.0,8.0,107696.0,490623.0,,,,,,598328
19/02/2021,Madhya Pradesh,616782.0,15120.0,2000.0,616782.0,23.0,337605.0,279169.0,8.0,112750.0,504032.0,,,,,,616805
20/02/2021,Madhya Pradesh,631637.0,15420.0,2004.0,631637.0,3809.0,347712.0,283917.0,8.0,117418.0,514219.0,,,,,,635446
21/02/2021,Madhya Pradesh,632248.0,15687.0,2010.0,632248.0,3809.0,348227.0,284013.0,8.0,117779.0,514469.0,,,,,,636057
22/02/2021,Madhya Pradesh,635089.0,15970.0,2010.0,635089.0,31670.0,349986.0,285095.0,8.0,118252.0,516837.0,,,,,,666759
23/02/2021,Madhya Pradesh,636139.0,16587.0,2013.0,636139.0,32634.0,350844.0,285287.0,8.0,118565.0,517574.0,,,,,,668773
24/02/2021,Madhya Pradesh,639425.0,17424.0,2015.0,639425.0,77257.0,353126.0,286291.0,8.0,119504.0,519921.0,,,,,,716682
25/02/2021,Madhya Pradesh,642871.0,18289.0,2015.0,642871.0,130357.0,355185.0,287678.0,8.0,120126.0,522745.0,,,,,,773228
26/02/2021,Madhya Pradesh,644716.0,18440.0,2015.0,644716.0,159662.0,356064.0,288644.0,8.0,120373.0,524343.0,,,,,,804378
27/02/2021,Madhya Pradesh,644716.0,18440.0,2015.0,644716.0,159662.0,356064.0,288644.0,8.0,120373.0,524343.0,,,,,,804378
28/02/2021,Madhya Pradesh,644716.0,19598.0,2035.0,644716.0,159662.0,356064.0,288644.0,8.0,120373.0,524343.0,,,,,,804378
01/03/2021,Madhya Pradesh,644716.0,19366.0,2035.0,644716.0,159662.0,356064.0,288644.0,8.0,120373.0,524343.0,,,,,,804378
02/03/2021,Madhya Pradesh,664726.0,20736.0,2036.0,664726.0,181761.0,366883.0,297830.0,13.0,120472.0,544254.0,,,,,,846487
03/03/2021,Madhya Pradesh,706334.0,22292.0,2044.0,706334.0,201717.0,390174.0,316141.0,19.0,120473.0,585861.0,,,,,,908051
04/03/2021,Madhya Pradesh,754152.0,22619.0,2045.0,754152.0,216379.0,416801.0,337329.0,22.0,120488.0,633664.0,,,,,,970531
05/03/2021,Madhya Pradesh,760376.0,23876.0,2057.0,760376.0,218325.0,420240.0,340114.0,22.0,120497.0,639879.0,,,,,,978701
06/03/2021,Madhya Pradesh,817810.0,25490.0,2068.0,817810.0,232036.0,451693.0,366083.0,34.0,120498.0,697312.0,,,,,,1049846
07/03/2021,Madhya Pradesh,819884.0,27014.0,2107.0,819884.0,232219.0,452903.0,366947.0,34.0,120498.0,699386.0,,,,,,1052103
08/03/2021,Madhya Pradesh,878269.0,27837.0,2125.0,878269.0,245103.0,485971.0,392261.0,37.0,121063.0,757206.0,,,,,,1123372
09/03/2021,Madhya Pradesh,894175.0,9450.0,48.0,648495.0,245680.0,496388.0,397750.0,37.0,125263.0,768905.0,,,,,,894175
10/03/2021,Madhya Pradesh,982005.0,235371.0,927.0,703816.0,278189.0,550072.0,431892.0,41.0,135561.0,846437.0,,,,,,982005
11/03/2021,Madhya Pradesh,983629.0,3000.0,26.0,704997.0,278632.0,551005.0,432583.0,41.0,135739.0,847883.0,,,,,,983629
12/03/2021,Madhya Pradesh,989013.0,31670.0,98.0,708872.0,280141.0,554139.0,434832.0,42.0,135953.0,853053.0,,,,,,989013
13/03/2021,Madhya Pradesh,1147591.0,431308.0,1551.0,812922.0,334669.0,654118.0,493418.0,55.0,157001.0,990583.0,,,,,,1147591
14/03/2021,Madhya Pradesh,1149813.0,0.0,0.0,814865.0,334948.0,655305.0,494453.0,55.0,157056.0,992750.0,,,,,,1149813
15/03/2021,Madhya Pradesh,1311000.0,468002.0,1836.0,935527.0,375473.0,755048.0,555889.0,63.0,173139.0,1137854.0,,,,,,1311000
16/03/2021,Madhya Pradesh,1204532.0,26800.0,78.0,1204532.0,377485.0,668813.0,535656.0,63.0,178772.0,1403245.0,294.0,44953.0,353378.0,373401.0,432056.0,1582017
17/03/2021,Madhya Pradesh,1483101.0,502900.0,1984.0,1483101.0,411678.0,820896.0,662088.0,117.0,194660.0,1700119.0,297.0,46368.0,360902.0,422774.0,652295.0,1894779
18/03/2021,Madhya Pradesh,1630087.0,566859.0,2636.0,1630087.0,431895.0,900109.0,729842.0,136.0,203540.0,1858442.0,297.0,47341.0,366199.0,447586.0,768191.0,2061982
19/03/2021,Madhya Pradesh,1648828.0,34270.0,136.0,1648828.0,433368.0,909911.0,738776.0,141.0,203833.0,1878363.0,297.0,47558.0,366900.0,451740.0,781852.0,2082196
20/03/2021,Madhya Pradesh,1936427.0,701036.0,4032.0,1936427.0,456441.0,1059583.0,876679.0,165.0,220006.0,2172862.0,299.0,49090.0,373899.0,494086.0,1018544.0,2392868
21/03/2021,Madhya Pradesh,1988398.0,1350.0,8.0,1988398.0,459396.0,1085844.0,902376.0,178.0,223081.0,2224713.0,300.0,49286.0,374929.0,502264.0,1061107.0,2447794
22/03/2021,Madhya Pradesh,2173688.0,530380.0,3228.0,2173688.0,471921.0,1181427.0,992049.0,212.0,238878.0,2406731.0,302.0,50250.0,379290.0,533437.0,1209891.0,2645609
23/03/2021,Madhya Pradesh,2233935.0,30980.0,133.0,2233935.0,475201.0,1212270.0,1021443.0,222.0,245080.0,2464056.0,304.0,50729.0,380822.0,545753.0,1255799.0,2709136
24/03/2021,Madhya Pradesh,2484618.0,513846.0,3273.0,2484618.0,485676.0,1340212.0,1144150.0,256.0,266221.0,2704073.0,306.0,51703.0,386523.0,589494.0,1456047.0,2970294
25/03/2021,Madhya Pradesh,2625418.0,409390.0,2479.0,2625418.0,492165.0,1412654.0,1212489.0,275.0,282339.0,2835244.0,307.0,52525.0,390481.0,622026.0,1559525.0,3117583
26/03/2021,Madhya Pradesh,2632468.0,31860.0,136.0,2632468.0,492529.0,1416399.0,1215790.0,279.0,283258.0,2841739.0,307.0,52694.0,390916.0,624379.0,1563617.0,3124997
27/03/2021,Madhya Pradesh,2737954.0,353447.0,2103.0,2737954.0,497073.0,1471968.0,1265689.0,297.0,297487.0,2937540.0,312.0,53660.0,395217.0,653105.0,1635099.0,3235027
28/03/2021,Madhya Pradesh,2740984.0,75914.0,354.0,2740984.0,497303.0,1473456.0,1267230.0,298.0,298095.0,2940192.0,314.0,53690.0,395470.0,654545.0,1636405.0,3238287
29/03/2021,Madhya Pradesh,2740995.0,6450.0,32.0,2740995.0,497305.0,1473461.0,1267236.0,298.0,298095.0,2940205.0,316.0,53691.0,395473.0,654547.0,1636410.0,3238300
30/03/2021,Madhya Pradesh,2743883.0,127203.0,467.0,2743883.0,497485.0,1474945.0,1268639.0,299.0,298175.0,2943193.0,318.0,53790.0,395775.0,655682.0,1637760.0,3241368
31/03/2021,Madhya Pradesh,2890848.0,553283.0,3307.0,2890848.0,508873.0,1551819.0,1338710.0,319.0,309233.0,3090488.0,320.0,54486.0,401054.0,693199.0,1741223.0,3399721
01/04/2021,Madhya Pradesh,3115146.0,582967.0,3857.0,3115146.0,517325.0,1672487.0,1442310.0,349.0,318623.0,3313848.0,323.0,55030.0,405369.0,845804.0,1808047.0,3632471
02/04/2021,Madhya Pradesh,3346831.0,268960.0,1350.0,3346831.0,525096.0,1798113.0,1548342.0,376.0,328095.0,3543832.0,326.0,55703.0,410285.0,1009384.0,1870554.0,3871927
03/04/2021,Madhya Pradesh,3510799.0,418415.0,2451.0,3510799.0,532581.0,1888110.0,1622294.0,395.0,346154.0,3697226.0,328.0,56294.0,414669.0,1123203.0,1915724.0,4043380
04/04/2021,Madhya Pradesh,3675945.0,190991.0,778.0,3675945.0,538599.0,1977803.0,1697721.0,421.0,373561.0,3840983.0,331.0,56948.0,419125.0,1239433.0,1959524.0,4214544
05/04/2021,Madhya Pradesh,3831368.0,416609.0,2360.0,3831368.0,544665.0,2061133.0,1769793.0,442.0,444884.0,3931149.0,337.0,56964.0,419233.0,1350040.0,2004216.0,4376033
06/04/2021,Madhya Pradesh,3977455.0,414416.0,1999.0,3977455.0,550755.0,2139507.0,1837489.0,459.0,508381.0,4019829.0,338.0,56971.0,419329.0,1455328.0,2044908.0,4528210
07/04/2021,Madhya Pradesh,4334898.0,590355.0,3590.0,4334898.0,567564.0,2329211.0,2005206.0,481.0,567777.0,4334685.0,351.0,56989.0,419497.0,1708971.0,2148521.0,4902462
08/04/2021,Madhya Pradesh,4649680.0,479140.0,2771.0,4649680.0,583488.0,2491279.0,2157893.0,508.0,607953.0,4625215.0,364.0,57010.0,419706.0,1927139.0,2244898.0,5233168
09/04/2021,Madhya Pradesh,4770269.0,423998.0,2072.0,4770269.0,591710.0,2553081.0,2216665.0,523.0,625339.0,4736640.0,374.0,57124.0,420251.0,2011710.0,2280256.0,5361979
10/04/2021,Madhya Pradesh,4866494.0,279011.0,1670.0,4866494.0,598431.0,2605546.0,2260414.0,534.0,639725.0,4825200.0,376.0,57227.0,420728.0,2082486.0,2305124.0,5464925
11/04/2021,Madhya Pradesh,5222120.0,725864.0,4548.0,5222120.0,615029.0,2792192.0,2429350.0,578.0,652277.0,5184872.0,379.0,57390.0,421705.0,2338481.0,2403607.0,5837149
12/04/2021,Madhya Pradesh,5603174.0,710930.0,4869.0,5603174.0,641351.0,2992300.0,2610251.0,623.0,658902.0,5585623.0,388.0,57902.0,424168.0,2600744.0,2519422.0,6244525
13/04/2021,Madhya Pradesh,5899933.0,813940.0,5055.0,5899933.0,658236.0,3150904.0,2748380.0,649.0,660324.0,5897845.0,394.0,58289.0,427160.0,2800466.0,2613078.0,6558169
14/04/2021,Madhya Pradesh,6202259.0,841205.0,5366.0,6202259.0,684657.0,3307757.0,2893799.0,703.0,661830.0,6225086.0,400.0,58594.0,429039.0,3004716.0,2708968.0,6886916
15/04/2021,Madhya Pradesh,6348519.0,476241.0,3266.0,6348519.0,708641.0,3386461.0,2961330.0,728.0,662727.0,6394433.0,413.0,58954.0,431734.0,3102203.0,2754687.0,7057160
16/04/2021,Madhya Pradesh,6392872.0,628587.0,3868.0,6392872.0,722760.0,3410549.0,2981593.0,730.0,663804.0,6451828.0,417.0,59316.0,433854.0,3130996.0,2767766.0,7115632
17/04/2021,Madhya Pradesh,6546917.0,584043.0,4150.0,6546917.0,757255.0,3493665.0,3052493.0,759.0,664846.0,6639326.0,420.0,59722.0,437018.0,3234248.0,2814989.0,7304172
18/04/2021,Madhya Pradesh,6566352.0,431730.0,2790.0,6566352.0,763445.0,3504133.0,3061458.0,761.0,665122.0,6664675.0,421.0,59759.0,437283.0,3247032.0,2821339.0,7329797
19/04/2021,Madhya Pradesh,6700964.0,639278.0,4578.0,6700964.0,805419.0,3577751.0,3122429.0,784.0,685389.0,6820994.0,426.0,60203.0,440693.0,3333898.0,2865226.0,7506383
20/04/2021,Madhya Pradesh,6725608.0,468862.0,3204.0,6725608.0,817311.0,3591813.0,3133011.0,784.0,692403.0,6850516.0,427.0,60401.0,441950.0,3349089.0,2873226.0,7542919
21/04/2021,Madhya Pradesh,6737838.0,350020.0,2337.0,6737838.0,828441.0,3598373.0,3138678.0,787.0,694256.0,6872023.0,428.0,60473.0,442568.0,3356730.0,2877127.0,7566279
